# 8万精准超小词库
# 原始出处未知，原词中多音字注音移除，补充完整拼音，第一个词“是的这个”改成“是的”
# https://github.com/studyzy/imewlconverter/blob/master/参考/8万精准超小词库.txt
#
# 词语	拼音	多音字备注

贵妇人	gui fu ren	
精武门	jing wu men	
生死线	sheng si xian	
悲喜剧	bei xi ju	
毛巾被	ma jin bei	
田园诗	tian yuan shi	
围棋赛	wei qi sai	
小厨房	xiao chu fang	房fang
标语牌	biao yu pai	
青稞酒	qing ke jiu	
水文学	shui wen xue	
十一点	shi yi dian	
筒子楼	tong zi lou	
暗下来	an xia lai	
给水管	ji shui guan	给ji
清凉油	qing liang you	
抢生意	cheng sheng yi	
亮闪闪	liang shan shan	
瑞昌市	rui chang shi	
保管箱	bao guan xiang	
反射光	fan she guang	
金山寺	jin shan si	
居庸关	ju yong guan	
数十人	shu shi ren	数shu
詹天佑	zhan tian you	
不期然	bu qi ran	期qi
太师椅	tai shi yi	
投诉者	tou su zhe	
大礼堂	da li tang	大da
金龟子	jin gui zi	龟gui
娄山关	lou shan guan	
学者型	xue zhe xing	
岳父母	yue fu mu	
储备金	chu bei jin	
当不成	dang bu cheng	
胳膊肘	ge bo zhou	胳ge
革委会	ge wei hui	革ge|会hui
核爆炸	he bao zha	核he
军烈属	jun lie shu	属shu
小点心	xiao dian xin	
沅江市	yuan jiang shi	
砖瓦厂	zhuan wa chang	厂chang
吃早点	chi zao dian	
唐僧肉	tang seng rou	
雄赳赳	xiong jiu jiu	
比萨饼	bi sa bing	
白杨树	bai yang shu	
纪念会	ji nian hui	会hui
可塑性	ke su xing	
练习本	lian xi ben	
南宫市	nan gong shi	南nan
搞卫生	gao wei sheng	
三重奏	san chong zou	重chong
下围棋	xia wei qi	
陈世美	chen shi mei	
非人类	fei ren lei	
葡萄汁	pu tao zhi	
大转变	da zhuan bian	大da|转zhuan
韶山市	shao shan shi	
菜市口	cai shi kou	
操作手	cao zuo shou	
交际花	jiao ji hua	
麦哲伦	mai zhe lun	
凝血酶	ning xue mei	血xue
少年犯	shao nian fan	
舞钢市	wu gang shi	
现实性	xian shi xing	
豆瓣酱	dou ban jiang	
活受罪	huo shou zui	
立体感	li ben gan	
水泥板	shui ni ban	
二把手	er ba shou	
卷发器	juan fa qi	
尼龙绳	ni long sheng	
黑天鹅	hei tian e	
暗绿色	an lv se	绿lv|色se
第二审	di er shen	
御林军	yu lin jun	
戴绿帽	dai lv mao	绿lv
糊涂账	hu tu zhang	
雷达站	lei da zhan	
神秘性	shen mi xing	秘mi
电度表	dian du biao	度du
建筑队	jian zhu dui	
六月雪	liu yue xue	六liu
闹起来	nao qi lai	
说胡话	shuo hu hua	说shuo
省略号	sheng lve hao	省sheng
荧光粉	ying guang fen	
老花眼	lao hua yan	
走亲戚	zou qin qi	亲qin
知其然	zhi qi ran	其qi
新唐书	xin tang shu	
保健站	bao jian zhan	
背着手	bei zhe shou	着zhe
长毛绒	chang ma rong	长chang
厅局长	ting ju zhang	长zhang
经典性	jing dian xing	
匿名信	ni ming shen	
灵芝草	ling zhi cao	
狄更斯	di geng si	
放进来	fang jin lai	
石斑鱼	shi ban yu	石shi
脱粒机	tuo li ji	
舞台剧	wu tai ju	
不抵抗	bu di kang	
打气筒	da qi tong	
脊梁骨	ji liang gu	
水磨石	shui mo shi	石shi
百日咳	bai ri ke	百bai|咳ke
叔本华	shu ben hua	
私房话	si fang hua	房fang
突击手	tu ji shou	
瞎折腾	xia zhe teng	折zhe
一肚子	yi du zi	
半拉子	ban la zi	
亲笔信	qin bi shen	亲qin
一根筋	yi gen jin	
矮个子	ai ge zi	
八仙桌	ba xian zhuo	
拜占庭	bai zhan ting	
雪茄烟	xue jia yan	茄jia|烟yan
新战士	xin zhan shi	
自费生	zi fei sheng	
非暴力	fei bao li	暴bao
皮影戏	pi ying xi	戏xi
哺乳类	bu ru lei	
韩城市	han cheng shi	
金嗓子	jin sang zi	
双螺旋	shuang luo xuan	
行必果	xing bi guo	行xing
一小块	yi xiao kuai	
照排机	zhao pai ji	
带进来	dai jin lai	
金唱片	jin chang pian	
经风雨	jing feng yu	
救火队	jiu huo dui	
平底鞋	ping di xie	底di
顶呱呱	ding gua gua	呱gua|呱gua
假消息	jia xiao xi	
异乡人	yi xiang ren	
便携机	bian xie ji	便bian
建军节	jian jun jie	
零首付	ling shou fu	
男厕所	nan ce suo	
亲水性	qin shui xing	亲qin
司马昭	si ma zhao	
十四天	shi si tian	
双引号	shuang yin hao	
消化酶	xiao hua mei	
高平市	gao ping shi	
铝土矿	lv tu kuang	
桐乡市	tong xiang shi	
小伙伴	xiao huo ban	
大轿车	da jiao che	大da|车che
脊椎骨	ji zhui gu	椎zhui
开过去	kai guo qu	
浏阳市	liu yang shi	
花架子	hua jia zi	
耐寒性	nai han xing	
飘起来	piao qi lai	
贬义词	bian yi ci	
可变性	ke bian xing	
老鼠屎	lao shu shi	
借东风	jie dong feng	
警卫员	jing wei yuan	员yuan
冷藏箱	leng cang xiang	藏cang
美洲虎	mei zhou hu	
拳击手	quan ji shou	
擦屁股	ca pi gu	
大笨蛋	da ben dan	大da
香港队	xiang gang dui	
狗尾草	gou wei cao	尾wei
闹笑话	nao xiao hua	
雪莲花	xue lian hua	
吃皇粮	chi huang liang	
肠胃炎	chang wei yan	
金钱豹	jin qian bao	
恐龙蛋	kong long dan	
另方面	ling fang mian	
食人族	shi ren zu	食shi
引出来	yin chu lai	
系鞋带	ji xie dai	系ji
孟州市	meng zhou shi	
皮大衣	pi da yi	大da
小淘气	xiao tao qi	
二郎神	er lang shen	
仿生学	fang sheng xue	
手提袋	shou ti dai	提ti
鸭舌帽	ya she mao	
搞对象	gao dui xiang	
括约肌	kuo yue ji	括kuo|约yue
吕洞宾	lv dong bin	
擎天柱	qing tian zhu	
斜拉桥	xie la qiao	
反侵略	fan qin lve	
透心凉	tou xin liang	
二传手	er chuan shou	传chuan
陈佩斯	chen pei si	
果皮箱	guo pi xiang	
临清市	lin qing shi	
系列剧	xi lie ju	系xi
冷藏库	leng cang ku	藏cang
日本式	ri ben shi	
乳腺炎	ru xian yan	
收费处	shou fei chu	
学先进	xue xian jin	
剪下来	jian xia lai	
劳动党	lao dong dang	
青灰色	qing hui se	色se
全中文	quan zhong wen	
如梦令	ru meng ling	
亡国奴	wang guo nu	亡wang
鬼故事	gui gu shi	
千字文	qian zi wen	
撒手锏	sa shou jian	
杀手锏	sha shou jian	
绘图员	hui tu yuan	员yuan
谈不拢	tan bu long	
指甲钳	zhi jia qian	
科伦坡	ke lun po	
商务处	shang wu chu	
梁漱溟	liang shu ming	
老玉米	lao yu mi	
棉籽油	mian zi you	
经销权	jing xiao quan	
向左转	xiang zuo zhuan	转zhuan
一朵花	yi duo hua	
八辈子	ba bei zi	
东正教	dong zheng jiao	
函授站	han shou zhan	
灰指甲	hui zhi jia	
深刻性	shen ke xing	
氧化铜	yang hua tong	
非常重	fei chang zhong	重zhong
发大水	fa da shui	大da
老公公	lao gong gong	
十七号	shi qi hao	
生意经	sheng yi jing	
创办者	chuang ban zhe	
淡灰色	dan hui se	色se
胳肢窝	ga zhi wo	胳ga
利尿剂	li niao ji	尿niao
师生恋	shi sheng lian	
我媳妇	wo xi fu	
注册名	zhu ce ming	
除臭剂	chu chou ji	臭chou
还不起	huan bu qi	还huan
海洋法	hai yang fa	
计算法	ji suan fa	
寻短见	xun duan jian	寻xun|见jian
硝酸银	xiao suan yin	
怨不得	yuan bu de	得de
纯羊毛	chun xiang ma	
老骨头	lao gu tou	
连理枝	lian li qi	
嘈杂声	cao za sheng	
大包干	da bao gan	大da
放鸽子	fang ge zi	
见光死	jian guang si	见jian
马屁精	ma pi jing	
热效应	re xiao ying	
不还价	bu huan jia	还huan|价jia
巴哈马	ba ha ma	
蘑菇云	mo gu yun	
木器厂	mu qi chang	厂chang
叛逆者	pan ni zhe	
酸牛奶	suan niu nai	
甜丝丝	tian si si	
钨丝灯	wu si deng	
子宫癌	zi gong ai	
低潮期	di chao qi	期qi
唐三藏	tang san zang	藏zang
听我说	ting wo shuo	说shuo
民告官	min gao guan	
信贷员	shen dai yuan	员yuan
宴会厅	yan hui ting	会hui
医疗站	yi liao zhan	
乐悠悠	le you you	乐le
闹情绪	nao qing xu	
性饥渴	xing ji ke	
排风扇	pai feng shan	
聊会儿	liao hui er	会hui
长明灯	chang ming deng	长chang
火山岩	huo shan yan	
进修生	jin xiu sheng	
庄稼人	zhuang jia ren	
广播稿	guang bo gao	广guang
手抄本	shou chao ben	
说谎话	shuo huang hua	说shuo
山茱萸	shan zhu yu	
凤尾竹	feng wei zhu	尾wei
爽身粉	shuang shen fen	
土地税	tu di shui	地di
万寿菊	wan shou ju	万wan
宣言书	xuan yan shu	
遭强暴	zao qiang bao	强qiang|暴bao
肩胛骨	jian jia gu	
速成班	su cheng ban	
性技巧	xing ji qiao	
无影灯	wu ying deng	无wu
印钞机	yin chao ji	
右前方	you qian fang	
驴打滚	lv da gun	
求职信	qiu zhi shen	
三句话	san ju hua	句ju
中科大	zhong ke da	大da
打群架	da qun jia	
皇太极	huang tai ji	
仕女图	shi nv tu	
私生女	si sheng nv	
军乐队	jun yue dui	乐yue
纽西兰	niu xi lan	
讨生活	tao sheng huo	
不典型	bu dian xing	
见不得	jian bu de	见jian|得de
两重性	liang chong xing	重chong
太子参	tai zi shen	参shen
安魂曲	an hun qu	
书报亭	shu bao ting	
想想看	xiang xiang kan	
得力于	de li yu	得de
单位制	dan wei zhi	单dan
几点钟	ji dian zhong	
沙沙声	sha sha sheng	
悬索桥	xuan suo qiao	
彼得堡	bi de bao	得de|堡bao
打雪仗	da xue zhang	
够得上	gou de shang	得de
管乐器	guan yue qi	乐yue
没脑子	mei nao zi	没mei
不自在	bu zi zai	
横截面	heng jie mian	
家乡话	jia xiang hua	家jia
鸡血石	ji xue shi	血xue|石shi
射击场	she ji chang	
新社会	xin she hui	会hui
这点儿	zhe dian er	这zhe
质谱仪	zhi pu yi	
顾炎武	gu yan wu	
礼拜六	li bai liu	六liu
硫酸铜	liu suan tong	
自习课	zi xi ke	
安陆市	an lu shi	陆lu
长臂猿	chang bi yuan	长chang|臂bi
小拇指	xiao mu zhi	
牙周炎	ya zhou yan	
重机枪	zhong ji qiang	重zhong
法拉第	fa la di	
负资产	fu zi chan	
狗男女	gou nan nv	
三角带	san jiao dai	角jiao
死心眼	si xin yan	
炊事班	chui shi ban	
高纬度	gao wei du	度du
汝州市	ru zhou shi	
运动衣	yun dong yi	
立体图	li ben tu	
夜光杯	ye guang bei	
癌基因	ai ji yin	
安宁市	an ning shi	
拨浪鼓	bo lang gu	
膀胱炎	pang guang yan	膀pang
清史稿	qing shi gao	
投诉信	tou su shen	
此一时	ci yi shi	
大不敬	da bu jing	大da
放牛娃	fang niu wa	
跟屁虫	gen pi chong	
太上皇	tai shang huang	
白鳍豚	bai qi tun	
喇叭裤	la ba ku	
办事员	ban shi yuan	员yuan
保育员	bao yu yuan	育yu|员yuan
老寿星	lao shou xing	
未见得	wei jian de	见jian|得de
下影线	xia ying xian	
正方体	zheng fang ben	
大集体	da ji ben	大da
黑势力	hei shi li	
石膏像	shi gao xiang	石shi
碳酸钾	tan suan jia	
传动带	chuan dong dai	传chuan
猜谜语	cai mi yu	谜mi
大半个	da ban ge	大da
迷魂阵	mi hun zhen	
赔付率	pei fu lv	率lv
四会市	si hui shi	会hui
拾荒者	shi huang zhe	拾shi
定位仪	ding wei yi	
清洁员	qing jie yuan	员yuan
大盖帽	da gai mao	大da|盖gai
芙蓉花	fu rong hua	
开小灶	kai xiao zao	
脑积水	nao ji shui	
施耐庵	shi nai an	
知其一	zhi qi yi	其qi
层次感	ceng ci gan	
骨胶原	gu jiao yuan	
结晶体	jie jing ben	
三块钱	san kuai qian	
转发器	zhuan fa qi	转zhuan
催泪弹	cui lei dan	弹dan
抵得上	di de shang	得de
倒苦水	dao gu shui	
独木舟	du mu zhou	
滑雪板	hua xue ban	
纪念堂	ji nian tang	
石首市	shi shou shi	石shi
起诉书	qi su shu	
轴对称	zhou dui chen	称chen
分频器	fen bin qi	
肺心病	fei xin bing	
算了吧	suan le ba	了le
别动队	bie dong dui	
豆腐渣	dou fu zha	
打手势	da shou shi	
肩关节	jian guan jie	
抗不住	kang bu zhu	
扁圆形	bian yuan xing	扁bian
航天部	hang tian bu	
女招待	nv zhao dai	
平底锅	ping di guo	底di
武器库	wu qi ku	
传播者	chuan bo zhe	传chuan
贺年卡	he nian ka	卡ka
救生艇	jiu sheng ting	
煤气炉	mei qi lu	
领带夹	ling dai jia	夹jia
义务兵	yi wu bing	
玻璃纸	bo li zhi	
不消说	bu xiao shuo	说shuo
共同社	gong tong she	
国与国	guo yu guo	
莫愁湖	mo chou hu	
马前卒	ma qian zu	卒zu
农运会	nong yun hui	会hui
阎王爷	yan wang ye	
石英钟	shi ying zhong	石shi
讨老婆	tao lao po	
一女子	yi nv zi	
更优越	geng you yue	
下半月	xia ban yue	
白血球	bai xue qiu	血xue
死循环	si xun huan	
窝边草	wo bian cao	
雁门关	yan men guan	
安全线	an quan xian	
玻璃砖	bo li zhuan	
道路网	dao lu wang	
绞刑架	jiao xing jia	
水准仪	shui zhun yi	
武打片	wu da pian	
汾阳市	fen yang shi	
玻璃罩	bo li zhao	
夫妻店	fu qi dian	
美术界	mei shu jie	术shu
瑞丽市	rui li shi	
退伍兵	tui wu bing	
下馆子	xia guan zi	
大官人	da guan ren	大da
独轮车	du lun che	车che
进气口	jin qi kou	
硫酸钡	liu suan bei	
龙舌兰	long she lan	
女弟子	nv di zi	
花骨朵	hua gu duo	
金霉素	jin mei su	
侃大山	kan da shan	大da
丝虫病	si chong bing	
锁起来	suo qi lai	
小背包	xiao bei bao	
寻开心	xun kai xin	寻xun
名誉权	ming yu quan	
热启动	re qi dong	
桑巴舞	sang ba wu	
沙河市	sha he shi	
窝窝头	wo wo tou	
证婚人	zheng hun ren	
东方朔	dong fang shuo	
好哥哥	hao ge ge	
昆明湖	kun ming hu	
莱西市	lai xi shi	
收缩压	shou suo ya	缩suo
太空站	tai kong zhan	
公证人	gong zheng ren	
不一会	bu yi hui	会hui
公民权	gong min quan	
喷射器	pen she qi	
双曲线	shuang qu xian	
填充剂	tian chong ji	
投递员	tou di yuan	员yuan
柱状图	zhu zhuang tu	
豆腐乳	dou fu ru	
贿赂罪	hui lu zui	
好名声	hao ming sheng	
莫泊桑	mo bo sang	泊bo
三胞胎	san bao tai	
小气鬼	xiao qi gui	
谜一样	mi yi yang	谜mi
藏宝图	cang bao tu	藏cang
打江山	da jiang shan	
矢车菊	shi che ju	车che
生物界	sheng wu jie	
屈光度	qu guang du	度du
土拨鼠	tu bo shu	
挖地道	wa di dao	地di
万能胶	wan nai jiao	万wan
血友病	xue you bing	血xue
短时期	duan shi qi	期qi
女画家	nv hua jia	家jia
生物链	sheng wu lian	
三只手	san zhi shou	
硬任务	ying ren wu	
战俘营	zhan fu ying	
金属板	jin shu ban	属shu
性解放	xing jie fang	解jie
严谨性	yan jin xing	
军功章	jun gong zhang	
磐石市	pan shi shi	石shi
水粉画	shui fen hua	
西王母	xi wang mu	
消消气	xiao xiao qi	
一把火	yi ba huo	
大过年	da guo nian	大da
大仲马	da zhong ma	大da
骨髓瘤	gu sui liu	
欢迎会	huan ying hui	会hui
牛肉汤	niu rou tang	汤tang
太瘦了	tai shou le	了le
多胞胎	duo bao tai	
电焊条	dian han tiao	
刚过去	gang guo qu	
还原剂	huan yuan ji	还huan
出入证	chu ru zheng	
肠胃病	chang wei bing	
地方戏	di fang xi	地di|戏xi
街面上	jie mian shang	
硫铁矿	liu tie kuang	
踢脚板	ti jiao ban	脚jiao
机务段	ji wu duan	
姜子牙	jiang zi ya	
是可忍	shi ke ren	
太白山	tai bai shan	
当政者	dang zheng zhe	
防波堤	fang bo di	
糊涂虫	hu tu chong	
现代戏	xian dai xi	戏xi
地质队	di zhi dui	地di
非正义	fei zheng yi	
归纳法	gui na fa	
公证书	gong zheng shu	
留余地	liu yu di	地di
想了个	xiang le ge	了le
兵役法	bing yi fa	
陈列柜	chen lie gui	柜gui
好得多	hao de duo	得de
扭秧歌	niu yang ge	
秋老虎	qiu lao hu	
重武器	zhong wu qi	重zhong
大巴山	da ba shan	大da
胃下垂	wei xia chui	
修理店	xiu li dian	
脂肪酶	zhi fang mei	
二头肌	er tou ji	
肉丸子	rou wan zi	
桃花扇	tao hua shan	
不在了	bu zai le	了le
翻斗车	fan dou che	车che
妇女病	fu nv bing	
冷藏柜	leng cang gui	藏cang|柜gui
人马座	ren ma zuo	
三班倒	san ban dao	
三好生	san hao sheng	
调节税	tiao jie shui	调tiao
檀香木	tan xiang mu	
文字狱	wen zi yu	
成名曲	cheng ming qu	
大部头	da bu tou	大da
单引号	dan yin hao	单dan
防冻剂	fang dong ji	
口头语	kou tou yu	
牛角尖	niu jiao jian	角jiao
长尾巴	chang wei ba	长chang|尾wei
兴头上	xing tou shang	
放宽心	fang kuan xin	
胶州湾	jiao zhou wan	
金钟罩	jin zhong zhao	
石棉瓦	shi mian wa	石shi
黑体字	hei ben zi	
经纬仪	jing wei yi	
留不住	liu bu zhu	
罗洗河	luo xi he	洗xi
仁怀市	ren huai shi	
男中音	nan zhong yin	
声声慢	sheng sheng man	
印象分	yin xiang fen	
指关节	zhi guan jie	
两间房	liang jian fang	房fang
任意性	ren yi xing	
水果店	shui guo dian	
耍无赖	shua wu lai	无wu
稀巴烂	xi ba lan	
言必信	yan bi shen	
两面针	liang mian zhen	
我也能	wo ye nai	
致癌物	zhi ai wu	
苦丁茶	gu ding cha	丁ding
酸梅汤	suan mei tang	汤tang
腕关节	wan guan jie	
香蕉皮	xiang jiao pi	蕉jiao
百分表	bai fen biao	百bai
丰城市	feng cheng shi	
黄鹤楼	huang he lou	
可信赖	ke shen lai	
误码率	wu ma lv	率lv
眼皮子	yan pi zi	
大晴天	da qing tian	大da
吝啬鬼	lin se gui	
书生气	shu sheng qi	
试运转	shi yun zhuan	转zhuan
卫道士	wei dao shi	
顽固派	wan gu pai	派pai
鸭绿江	ya lu jiang	绿lu
半吊子	ban diao zi	
撑起来	cheng qi lai	
刀马旦	dao ma dan	
金刚钻	jin gang zuan	
坎大哈	kan da ha	大da
空欢喜	kong huan xi	
潜江市	qian jiang shi	
外祖母	wai zu mu	
小工具	xiao gong ju	
装进去	zhuang jin qu	
不合身	bu he shen	合he
变异性	bian yi xing	
非生物	fei sheng wu	
核导弹	he dao dan	核he|弹dan
临死时	lin si shi	
芦苇荡	lu wei dang	
麻将牌	ma jiang pai	
南康市	nan kang shi	南nan
柔软性	rou ruan xing	
外耳道	wai er dao	
锡伯族	xi bo zu	伯bo
函授班	han shou ban	
树袋熊	shu dai xiong	
听不得	ting bu de	得de
百褶裙	bai xi qun	百bai
国标舞	guo biao wu	
肚脐眼	du qi yan	
仡佬族	ge lao zu	仡ge
立面图	li mian tu	
祛斑霜	qu ban shuang	
白龙马	bai long ma	
八十个	ba shi ge	
弹药库	dan yao ku	弹dan
护目镜	hu mu jing	
瞧得起	qiao de qi	得de
双职工	shuang zhi gong	
维修部	wei xiu bu	
彼一时	bi yi shi	
钗头凤	chai tou feng	
叠罗汉	die luo han	
龚自珍	gong zi zhen	
化纤厂	hua xian chang	纤xian|厂chang
丽人行	li ren xing	行xing
外来妹	wai lai mei	
易筋经	yi jin jing	
又输了	you shu le	了le
主办国	zhu ban guo	
抓不住	zhua bu zhu	
蓖麻油	bi ma you	
包子铺	bao zi pu	
纺锤形	fang chui xing	
挥发物	hui fa wu	
开胃菜	kai wei cai	
喇叭花	la ba hua	
怕不是	pa bu shi	
亚麻布	ya ma bu	
冰冰凉	bing bing liang	
珊瑚岛	shan hu dao	
小花猫	xiao hua mao	
平装本	ping zhuang ben	
绷着脸	beng zhe lian	着zhe
菜园子	cai yuan zi	
低收益	di shou yi	
滚齿机	gun chi ji	
广水市	guang shui shi	广guang
烈性酒	lie xing jiu	
矛盾性	mao dun xing	
千佛洞	qian fo dong	佛fo
宋美龄	song mei ling	
挺简单	ting jian dan	单dan
跳进去	tao jin qu	
吴川市	wu chuan shi	
姓名权	xing ming quan	
县太爷	xian tai ye	
相映红	xiang ying hong	红hong
辞职书	ci zhi shu	
独龙族	du long zu	
碱金属	jian jin shu	属shu
石灰窑	shi hui yao	石shi
小面包	xiao mian bao	
办完事	ban wan shi	
重婚罪	chong hun zui	重chong
档案柜	dang an gui	柜gui
露脐装	lu qi zhuang	露lu
毛纺厂	ma fang chang	厂chang
十九岁	shi jiu sui	
唐明皇	tang ming huang	
文件号	wen jian hao	
大兄弟	da xiong di	大da
饺子皮	jiao zi pi	
老部下	lao bu xia	
淋球菌	lin qiu jun	
嬉皮士	xi pi shi	
享清福	xiang qing fu	
鬼见愁	gui jian chou	见jian
高架路	gao jia lu	
老人院	lao ren yuan	
一栋栋	yi dong dong	
装配厂	zhuang pei chang	厂chang
磁铁矿	ci tie kuang	
教书匠	jiao shu jiang	
璩美凤	qu mei feng	
受赠人	shou zeng ren	
投降书	tou xiang shu	降xiang
背对背	bei dui bei	
警笛声	jing di sheng	
监狱长	jian yu zhang	长zhang
孟良崮	meng liang gu	
特征码	te zheng ma	
杨虎城	yang hu cheng	
八卦阵	ba gua zhen	
点火器	dian huo qi	
低纬度	di wei du	度du
大雪山	da xue shan	大da
纪念物	ji nian wu	
一等功	yi deng gong	
笔杆子	bi gan zi	
八强战	ba qiang zhan	强qiang
编织物	bian zhi wu	
刚回到	gang hui dao	
军代表	jun dai biao	
静电场	jing dian chang	
四不像	si bu xiang	
蛇吞象	she tun xiang	蛇she
小吃摊	xiao chi tan	
厌氧菌	ya yang jun	
催眠曲	cui mian qu	
撤销权	che xiao quan	
奠基人	dian ji ren	
发红包	fa hong bao	红hong
咕咕叫	gu gu jiao	
括号里	kuo hao li	括kuo
历史剧	li shi ju	
老太爷	lao tai ye	
凭记忆	ping ji yi	
拖下水	tuo xia shui	
羞耻感	xiu chi gan	
烟幕弹	yan mu dan	烟yan|弹dan
环保署	huan bao shu	
卷扬机	juan yang ji	
胖大海	pang da hai	胖pang|大da
太极剑	tai ji jian	
塔斯社	ta si she	塔ta
未名湖	wei ming hu	
牙龈炎	ya yin yan	龈yin
氮肥厂	dan fei chang	厂chang
二郎山	er lang shan	
共存亡	gong cun wang	亡wang
火山灰	huo shan hui	
雷州市	lei zhou shi	
五子棋	wu zi qi	
性自由	xing zi you	
地雷战	di lei zhan	地di
民工潮	min gong chao	
边检站	bian jian zhan	
叉烧包	cha shao bao	
蜂窝状	feng wo zhuang	
管风琴	guan feng qin	
抠出来	kou chu lai	
沂蒙山	yi meng shan	
预热器	yu re qi	
喝闷酒	he men jiu	
基诺族	ji nuo zu	
唐三彩	tang san cai	
小九九	xiao jiu jiu	
斜纹布	xie wen bu	
很天真	hen tian zhen	
没吭声	mei keng sheng	没mei|吭keng
脑电波	nao dian bo	
石狮子	shi shi zi	石shi
手外科	shou wai ke	
西半球	xi ban qiu	
吓死你	xia si ni	吓xia
登记册	deng ji ce	
凤求凰	feng qiu huang	
